name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
profitable tradie,profitabletradie.com,2008.0,management consulting,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/profitabletradie,2,4
ingram architecture,ingramarchitecture.co.nz,2015.0,architecture & planning,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ingram-architecture,2,2
future-proof building,fpb.co.nz,,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/future-proof-building,2,3
abell rentals ltd,abell.co.nz,1991.0,transportation/trucking/railroad,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/abell-rentals,2,6
nuffield new zealand,nuffield.org.nz,1950.0,food production,1 - 10,"lincoln, auckland, new zealand",new zealand,linkedin.com/company/nuffield-new-zealand,2,6
giles & liew chartered accountants,gilesandliew.co.nz,1997.0,accounting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/giles-&-liew-chartered-accountants,2,2
elite insulation,eliteinsulation.co.nz,2010.0,building materials,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/elite-insulation,2,3
affco holdings limited,,,food production,1 - 10,"horotiu, waikato, new zealand",new zealand,linkedin.com/company/affco-holdings-limited,2,4
amicus insurance and financial advisers,amicus.co.nz,,insurance,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/amicus-insurance-financial-advisers,2,2
roger bennett,bennett-nz.com,1977.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/roger-bennett,2,3
nuenz,nuenz.co.nz,2011.0,nanotechnology,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/nuenz-limited,2,6
northstar group ltd,,2002.0,construction,1 - 10,"north shore, auckland, new zealand",new zealand,linkedin.com/company/northstar-group-ltd,2,4
synergy property investments llp,synergypi.co.uk,2014.0,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/synergy-property-investments-llp,2,2
habitate,habitate.co.nz,2014.0,food production,1 - 10,"waitati, otago, new zealand",new zealand,linkedin.com/company/habitate,2,2
medlab south ltd.,medlabsouth.co.nz,,medical practice,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/medlab-south-ltd-,2,12
divine logistics ltd,divinelogistics.co.nz,2008.0,logistics and supply chain,1 - 10,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/divine-logistics-ltd,2,3
itnz solutions limited,itnz-solutions.co.nz,2003.0,information technology and services,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/itnz-solutions-limited,2,4
health function,healthfunction.co.nz,2017.0,"health, wellness and fitness",1 - 10,,new zealand,linkedin.com/company/health-function,2,2
fleet agent,fleetagent.co.nz,2016.0,transportation/trucking/railroad,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/fleet-agent-nz,2,2
pip iot limited,pipiot.com,2017.0,nanotechnology,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/pip-iot-limited,2,2
blue grass contracting ltd,bluegrasscontracting.co.nz,,farming,1 - 10,"matamata, waikato, new zealand",new zealand,linkedin.com/company/blue-grass-contracting-ltd,2,3
20/20 business consulting ltd,2020business.co.nz,2017.0,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/20-20-business-consulting,2,2
distinctive lighting,lighting-design.co.nz,2011.0,architecture & planning,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/distinctive-lighting,2,3
pop the question,popthequestion.co.nz,2017.0,events services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/popthequestionnz,2,2
the attention studio,theattentionstudio.co.nz,2017.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-attention-studio,2,2
florax indoor plants,florax.co.nz,2004.0,business supplies and equipment,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/florax-indoor-plants,2,2
creditworks,creditworks.co.nz,2002.0,information services,1 - 10,"epsom, auckland, new zealand",new zealand,linkedin.com/company/creditworks-group-limited,2,9
planwise limited,planwise.co.nz,1998.0,financial services,1 - 10,"mount maunganui, bay of plenty, new zealand",new zealand,linkedin.com/company/planwise-limited,2,5
neon hive,neonhive.co.nz,2015.0,information technology and services,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/neonhivenz,2,2
vinea software,vinea.co.nz,2010.0,wine and spirits,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/vinea-software,2,3
coolwebs nz,coolwebs.co.nz,2011.0,internet,1 - 10,"parnell, auckland, new zealand",new zealand,linkedin.com/company/coolwebs-nz,2,4
sales app centre ltd,salesappcentre.co.nz,2009.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sales-app-centre-ltd,2,5
silverspoon restaurant & cafe,silverspoon.net.nz,,hospitality,1 - 10,"upper hutt, wellington, new zealand",new zealand,linkedin.com/company/silverspoon-restaurant-cafe,2,2
growability,growability.co.nz,2013.0,professional training & coaching,1 - 10,,new zealand,linkedin.com/company/growability,2,2
baylon gardens,babylongardens.co.nz,2010.0,construction,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/baylon-gardens,2,2
safety genius ltd (nz),safetygenius.co.nz,2009.0,business supplies and equipment,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/safety-genius-ltd-nz,2,2
greenergy services limited,greenergy.nz,2010.0,renewables & environment,1 - 10,"waikanae, wellington, new zealand",new zealand,linkedin.com/company/greenergy-services-limited,2,2
pro tech exteriors,protechexteriors.co.nz,2016.0,construction,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/protechexteriors,2,2
rainmaker consulting limited,rainmakerconsulting.co.nz,,management consulting,1 - 10,"royal oak, auckland, new zealand",new zealand,linkedin.com/company/rainmaker-consulting-limited,2,2
four walls architecture ltd,fourwallsarchitecture.co.nz,2010.0,architecture & planning,1 - 10,"herne bay, auckland, new zealand",new zealand,linkedin.com/company/four-walls-architecture-ltd,2,2
powder coating group ltd,powdercoating.co.nz,,construction,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/powder-coating-group-ltd,2,2
novus glass new zealand,novus.co.nz,1978.0,automotive,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/novus-glass-new-zealand,2,3
house of bond,houseofbond.co.nz,1970.0,wholesale,1 - 10,"manukau, auckland, new zealand",new zealand,linkedin.com/company/house-of-bond,2,8
seipp construction ltd,,,civil engineering,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/seipp-construction-ltd,2,2
diversified investment strategies ltd,diversified.co.nz,,investment management,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/diversified-investment-strategies-ltd,2,5
collective noun,collectivenoun.net,,media production,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/collective-noun,2,4
planet retro ltd,planetretro.co.nz,2000.0,retail,1 - 10,"otaki, marlborough, new zealand",new zealand,linkedin.com/company/planet-retro-ltd,2,3
britten motion pictures,,2008.0,motion pictures and film,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/britten-motion-pictures,2,5
kayes bakery limited,,,food production,1 - 10,"invercargill, southland, new zealand",new zealand,linkedin.com/company/kayes-bakery-limited,2,2
better business group limited,betterbusinessgroup.biz,2000.0,management consulting,1 - 10,"upper hutt, wellington, new zealand",new zealand,linkedin.com/company/better-business-group-limited,2,3
smartfit studio limited,smartfitstudio.co.nz,2017.0,professional training & coaching,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/smartfit-studio-limited,2,2
abv marketing,abvmarketing.co.nz,2017.0,marketing and advertising,1 - 10,"havelock north, hawke's bay, new zealand",new zealand,linkedin.com/company/abv-marketing,1,1
retail iq ltd,retailiq.co.nz,1998.0,computer software,1 - 10,"mission bay, auckland, new zealand",new zealand,linkedin.com/company/retail-iq-ltd,1,2
crusader engineering limited,cruseng.co.nz,,mechanical or industrial engineering,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/crusader-engineering-limited,1,2
box design & build,box.co.nz,2011.0,architecture & planning,1 - 10,"kingsland, auckland, new zealand",new zealand,linkedin.com/company/box-design-build,1,1
blueon limited,blueon.co.nz,2015.0,renewables & environment,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/blueon-limited,1,3
hrdnz,,2002.0,e-learning,1 - 10,"paihia, auckland, new zealand",new zealand,linkedin.com/company/hrdnz-moodle-partner-,1,1
custom eyeglasses,adam.co.nz,1991.0,arts and crafts,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bush-jewellery-studio,1,1
tutbury & associates,,,accounting,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/tutbury-associates,1,1
kiwi net solutions,kiwinetsolutions.nz,2015.0,internet,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kiwi-net-solutions,1,5
a fresh look limited,afreshlook.co.nz,2018.0,"health, wellness and fitness",1 - 10,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/a-fresh-look-limited,1,1
global registries limited,globalregistries.co.nz,2002.0,government administration,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/global-registries-limited,1,1
yqt limited,,,consumer electronics,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/yqt-limited,1,1
heartstone limited,heartstone.co.nz,2003.0,management consulting,1 - 10,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/heartstone-limited,1,1
vcu technology limited,vcutechnology.com,,electrical/electronic manufacturing,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/vcu-technology-limited,1,1
boosh fm,boosh.fm,2009.0,music,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/boosh-fm,1,3
coztrix,coztrix.com,2012.0,consumer goods,1 - 10,"mount roskill, auckland, new zealand",new zealand,linkedin.com/company/coztrix,1,1
centre for public sector innovation (asia pacific),,2018.0,public policy,1 - 10,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/centre-for-public-sector-innovation-asia-pacific,1,1
pinos,pinosristorante.co.uk,,music,1 - 10,"marlborough, wiltshire, united kingdom",new zealand,linkedin.com/company/pino's,1,3
make it from scratch limited,fromscratch.nz,2016.0,retail,1 - 10,"melrose, wellington, new zealand",new zealand,linkedin.com/company/make-it-from-scratch-limited,1,1
dynexbuild,palliside.co.nz,1975.0,building materials,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/dynex-palliside,1,2
new zealand gift trade association,nzgta.org.nz,1985.0,wholesale,1 - 10,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/new-zealand-gift-trade-association,1,1
merchant wealth,mtw.co.nz,2016.0,investment management,1 - 10,"parnell, auckland, new zealand",new zealand,linkedin.com/company/merchant-wealth,1,1
asco agmen-smith & co,ascolegal.co.nz,2005.0,law practice,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/asco-agmen-smith-&-co,1,3
attract signs,attractsigns.co.nz,2006.0,design,1 - 10,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/attract-signs-limited,1,1
dakingcomponents,dakingcomponents.com,2014.0,machinery,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/dakingcomponents,1,1
proaxiom holdings ltd,proaxiom.co.nz,1998.0,financial services,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/proaxiom-holdings-ltd,1,13
auckland property investors' association,apia.org.nz,1995.0,real estate,1 - 10,"ponsonby, auckland, new zealand",new zealand,linkedin.com/company/auckland-property-investors'-association,1,3
nzrave,nzrave.com,,entertainment,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/nzrave,1,1
artivist : creative,artivist.co.nz,2008.0,events services,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/artivist-creative,1,1
conquesta corp,conquestacorp.com,2017.0,consumer goods,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/conquesta-corp,1,1
new zealand quality waters (2006) limited,nzqw.co.nz,,utilities,1 - 10,"lichfield, staffordshire, united kingdom",new zealand,linkedin.com/company/new-zealand-quality-waters-2006-limited,1,5
albany florist,albanyflorist.co.nz,1981.0,consumer services,1 - 10,"albany, auckland, new zealand",new zealand,linkedin.com/company/albany-florist,1,1
business to markets ltd,b2m.co.nz,2003.0,management consulting,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/business-to-markets-ltd,1,1
seekshelter,seekshelter.org.nz,2016.0,civic & social organization,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/seekshelter,1,2
ash ridge wines ltd,ashridgewines.co.nz,2007.0,wine and spirits,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/ash-ridge-wines-ltd,1,1
bringing clarity ltd,bringingclarity.co.nz,2009.0,information technology and services,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/bringing-clarity-ltd,1,1
amstar construction ltd,amstar.co.nz,1999.0,construction,1 - 10,"albany, auckland, new zealand",new zealand,linkedin.com/company/amstar-construction,1,2
mycareerbrand.net: job search strategy and acquisition,mycareerbrand.net,2011.0,human resources,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mycareerbrand-net,1,4
4i's,4is.co.nz,1999.0,marketing and advertising,1 - 10,"ponsonby, auckland, new zealand",new zealand,linkedin.com/company/4i's,1,9
techbasha,techbasha.com,2016.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tech-basha,1,1
adventure home shopping,adventurehomeshopping.co.nz,2009.0,retail,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/adventure-home-shopping,1,2
graeme ryan investment advisers,gria.co.nz,2017.0,financial services,1 - 10,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/graeme-ryan-investment-advisers,1,1
all the words ltd,thewrittenword.co.nz,2008.0,writing and editing,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/the-written-word-ltd,1,1
graeme smith consulting,graemesmithconsulting.com,1998.0,food production,1 - 10,,new zealand,linkedin.com/company/graeme-smith-consulting,1,1
waghorn builders limited,waghornbuilders.co.nz,2011.0,construction,1 - 10,"rangiora, canterbury, new zealand",new zealand,linkedin.com/company/waghorn-builders-limited,1,1
kilworths insurance & investment,kilworths.co.nz,1966.0,insurance,1 - 10,"ashburton, canterbury, new zealand",new zealand,linkedin.com/company/kilworths-insurance-&-investment,1,1
independent care limited,independentcare.co.nz,2011.0,hospital & health care,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/independent-care,1,1
john owens international (joi),jo-international.com,2013.0,management consulting,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/john-owens-international-consulting,1,1
windsor park hub limited,wphub.org.nz,2011.0,civic & social organization,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/windsor-park-hub,1,1
kiwi maintenance group ltd,kmgroup.co.nz,,construction,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kiwi-maintenance-group-ltd,1,1
bold horizon advertising,boldhorizon.co.nz,2004.0,marketing and advertising,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/bold-horizon-marketing,1,11
wrnz / window recolouring ltd.,wrnz.co.nz,2013.0,construction,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/wrnz,1,1
smooth transitions new zealand limited,smoothtransitions.co.nz,2010.0,"health, wellness and fitness",1 - 10,"paparangi, wellington, new zealand",new zealand,linkedin.com/company/smooth-transitions-new-zealand-limited,1,2
waterworks wholesale,waterworksnz.co.nz,2005.0,wholesale,1 - 10,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/waterworks-wholesale,1,1
urban quarters,urbanquarters.co.nz,2017.0,hospitality,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/urbanquarters,1,1
collaborative architecture ltd,collaborativearchitecture.co.nz,2016.0,architecture & planning,1 - 10,"te awamutu, waikato, new zealand",new zealand,linkedin.com/company/collaborative-architecture-ltd,1,1
celtic south ltd,celticsouth.co.nz,2007.0,commercial real estate,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/celtic-south-ltd,1,1
cambridge champagne company limited,,,wholesale,1 - 10,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/cambridge-champagne-company-limited,1,1
eskrow,eskrow.co.nz,2017.0,media production,1 - 10,"browns bay, auckland, new zealand",new zealand,linkedin.com/company/eskrow,1,1
savin marketing limited,savinmarketing.co.nz,2017.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/savin-marketing-limited,1,1
toodle property management,toodle.co.nz,2017.0,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/toodle-property-management,1,1
brahmaand technologies limited,brahmaandtechnologies.com,2016.0,information technology and services,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/brahmaand-technologies-limited,1,1
future cuisine limited,futurecuisine.co.nz,,food & beverages,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/future-cuisine-limited,1,1
iisri,iisri.com,,information services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/iisri,1,1
cube estimating ltd,cubeestimating.co.nz,2016.0,construction,1 - 10,"kaikoura, canterbury, new zealand",new zealand,linkedin.com/company/cube-estimating,1,1
elevator group incorporated,elevatorgroup.org.nz,,accounting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/elevator-group-incorporated,1,2
npt limited,npt.co.nz,,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/npt-limited,1,2
superfood ingredients ltd,sfisuperfoods.com,2013.0,food & beverages,1 - 10,"tairua, waikato, new zealand",new zealand,linkedin.com/company/superfood-ingredients-ltd,1,1
jo frances photography,jofrancesphotography.com,2003.0,photography,1 - 10,"hataitai, wellington, new zealand",new zealand,linkedin.com/company/jo-frances-photography,1,4
makeweb ltd.,makeweb.co.nz,2008.0,information technology and services,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/makeweb-ltd-,1,1
ace rental ltd,acerental.co.nz,,construction,1 - 10,"kerikeri, northland, new zealand",new zealand,linkedin.com/company/ace-rental-ltd,1,1
modernisation edge solutions,modedge.co.nz,2015.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/modernisation-edge-solutions,1,1
globalbizpro limited,globalbizpro.co.nz,,computer software,1 - 10,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/globalbizpro-limited,1,18
waitomo caves ltd.,waitomo.com,,"leisure, travel & tourism",1 - 10,"waitomo caves, auckland, new zealand",new zealand,linkedin.com/company/waitomo-caves-ltd-,1,3
european car imports limited,europeancarimports.co.nz,2013.0,automotive,1 - 10,"whenuapai, auckland, new zealand",new zealand,linkedin.com/company/european-car-imports,1,1
williams corporation,williamscorporation.co.nz,2014.0,executive office,1 - 10,"rolleston, canterbury, new zealand",new zealand,linkedin.com/company/williams-corporation,1,4
seed consulting limited,seed.org.nz,2016.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/seed-consulting-limited,1,1
new beginnings therapy,newbeginningstherapy.co.nz,2010.0,mental health care,1 - 10,"birkdale, auckland, new zealand",new zealand,linkedin.com/company/new-beginnings-therapy-limited,1,1
mc construction (2011) ltd,mcconstruction.co.nz,2011.0,construction,1 - 10,"blenheim, marlborough, new zealand",new zealand,linkedin.com/company/mcconstruction2011ltd,1,1
sharp angles - pr and digital marketing consultants,sharpangles.co.nz,2013.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sharp-angles,1,1
crimero,crimero.com,2010.0,food & beverages,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/crimero,1,1
tbd holdings,tbdholdings.com,2000.0,information technology and services,1 - 10,"albany, auckland, new zealand",new zealand,linkedin.com/company/tbd-holdings,1,10
electric turtle design,electricturtle.co.nz,2008.0,graphic design,1 - 10,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/electric-turtle-design,1,1
lowe & co realty,craiglowe.co.nz,2015.0,real estate,1 - 10,"wellington city, wellington, new zealand",new zealand,linkedin.com/company/craig-lowe-team---leaders-real-estate,1,1
alternative rental cars,hireacar.co.nz,1990.0,transportation/trucking/railroad,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/alternative-rental-cars,1,1
kiwi hospitality services,kiwihospo.co.nz,2009.0,hospitality,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/kiwi-hospitality-services,1,1
image lounge,imagelounge.co.nz,2001.0,photography,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/image-lounge,1,2
fix auto new zealand,,2018.0,automotive,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/fix-auto-new-zealand,1,1
south fence machinery,southfence.co.nz,,machinery,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/southfence,1,1
inlet technologies,inlet.co.nz,1995.0,information technology and services,1 - 10,"papatoetoe, auckland, new zealand",new zealand,linkedin.com/company/inlet-technologies-ltd,1,1
mon bien être consept,smartpayworld.com,,telecommunications,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/smartpay,1,3
the eardrops company,eardrops.co.nz,2003.0,publishing,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-eardrops-company-limited,1,1
ninety nine reasons event management,ninetyninereasons.co.nz,2016.0,events services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ninety-nine-reasons-event-management,1,1
beam central vacuum centre (wellington),beam.co.nz,1989.0,consumer goods,1 - 10,"upper hutt, wellington, new zealand",new zealand,linkedin.com/company/beam-central-vacuum-centre-wellington-,1,2
livingthetech.com,livingthetech.com,2016.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/livingthetech.com,1,1
into the underworld,,,research,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/into-the-underworld,1,1
sneddens global logistics,sneddens.co.nz,2005.0,import and export,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sneddensgloballogistics,1,1
scarlett hydraulics limited,scarlett-hydraulics.co.nz,1984.0,mechanical or industrial engineering,1 - 10,"timaru, marlborough, new zealand",new zealand,linkedin.com/company/scarlett-hydraulics,1,2
allied liquor,alliedliquor.co.nz,,consumer goods,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/allied-liquor,1,4
dustbusters cleaning services limited,dustbusterscleaning.co.nz,2013.0,facilities services,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/dustbusters-cleaning-services-limited,1,2
banzaid,banzaid.org.nz,1995.0,international trade and development,1 - 10,"karori, wellington, new zealand",new zealand,linkedin.com/company/banzaid,1,4
carbon partnership ltd,carbon-partnership.com,,environmental services,1 - 10,"takaka, nelson, new zealand",new zealand,linkedin.com/company/carbon-partnership-ltd_2,1,2
aj accounting limited,ajaccounting.co.nz,2014.0,accounting,1 - 10,"maungatapere, gisborne, new zealand",new zealand,linkedin.com/company/aj-accounting-limited,1,2
jurnee,jurnee.co.nz,2014.0,design,1 - 10,"parnell, auckland, new zealand",new zealand,linkedin.com/company/jurnee,1,1
gerard roofs nz,gerardroofs.co.nz,1957.0,building materials,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/gerard-roofs-nz,1,1
sprintify,sprintify.me,2017.0,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sprintify,1,1
healium,healium.co.nz,2010.0,"health, wellness and fitness",1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/healium,1,2
jr detailing ltd,,2017.0,construction,1 - 10,,new zealand,linkedin.com/company/jr-detailing-ltd,1,1
skycabs international,skycabs.co.nz,,research,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/skycabs-international-limited,1,1
firepro systems limited,,,construction,1 - 10,,new zealand,linkedin.com/company/firepro-systems-limited,1,1
nurtureplus,nurtureplus.co.nz,2016.0,education management,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/nurture-,1,2
a1 consultancy services ltd,thedatajuice.com,,information technology and services,1 - 10,"newtown, wellington, new zealand",new zealand,linkedin.com/company/a1-consultancy-services-ltd,1,1
industry smart new zealand,indusrtysmart.co.nz,2014.0,information technology and services,1 - 10,"taupo, auckland, new zealand",new zealand,linkedin.com/company/industry-smart-new-zealand,1,1
pelvic floor matters: core fitness,pelvicfloormatters.com,2013.0,"health, wellness and fitness",1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/pelvicfloormatters,1,1
nelson honey & marketing (nz) ltd,nelsonhoney.com,1973.0,food production,1 - 10,,new zealand,linkedin.com/company/nelson-honey,1,2
centric media new zealand,centricmedia.co.nz,2016.0,program development,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/centric-media-nz,1,1
thexton mcbreen,thextonmcbreen.co.nz,2012.0,management consulting,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/thexton-mcbreen,1,1
company of giants,companyofgiants.co.nz,2011.0,performing arts,1 - 10,"whangarei, northland, new zealand",new zealand,linkedin.com/company/company-of-giants,1,2
hba technology solutions,,,information technology and services,1 - 10,"huntly, waikato, new zealand",new zealand,linkedin.com/company/hba-technology-solutions,1,1
sc bio limited,scbio.co.nz,2013.0,biotechnology,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sc-bio-ltd,1,1
"vra services limited nz- vibration, rotation and alignment",vraservices.co.nz,2009.0,mechanical or industrial engineering,1 - 10,"ashhurst, manawatu-wanganui, new zealand",new zealand,linkedin.com/company/vra-services,1,1
kiwi multisport,kiwimultisport.co.nz,2015.0,retail,1 - 10,,new zealand,linkedin.com/company/kiwi-multisport,1,1
costcon new zealand,costcon.co.nz,,computer & network security,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/costcon-new-zealand,1,1
car wrecker nz,carwreckernz.co.nz,2010.0,automotive,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/car-wrecker-nz,1,1
ict worldwide,ictworldwide.com,2000.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ict-worldwide,1,7
ockham solutions ltd,ockhamsolutions.co.nz,2014.0,information technology and services,1 - 10,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/ockham-solutions-ltd,1,1
allure marine : powerboat - boat design new zealand,alluremarine.com,,maritime,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/allure-marine-powerboat---boat-design-new-zealand_5,1,1
provoke solutions,,2001.0,information technology and services,1 - 10,"bellevue, washington, united states",new zealand,linkedin.com/company/provoke-solutions,1,10
auckland ghost tours,aucklandghosttours.com,,"leisure, travel & tourism",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/auckland-ghost-tours,1,1
raytec ltd,raytec.co.nz,2000.0,mechanical or industrial engineering,1 - 10,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/raytec-ltd,1,2
bnltd,blairnicholson.com,2014.0,events services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bnltd,1,1
scale free networks limited,scalefreenetworks.com,,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/scale-free-networks-limited,1,1
vertigo catering ltd,vertigocatering.co.nz,2010.0,hospitality,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/vertigocateringltd,1,1
strait solutions,straitreservations.com,2000.0,hospitality,1 - 10,"wanaka, taranaki, new zealand",new zealand,linkedin.com/company/strait-solutions,1,1
