name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
cedar doctor nz,cedardoctor.co.nz,2005.0,consumer services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/cedar-doctor-nz,1,1
fibresafe nz ltd,fibresafe.co.nz,2015.0,environmental services,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/fibresafe-nz,1,2
sian jaquet foundations,sianjaquet.com,2003.0,professional training & coaching,1 - 10,"birkenhead, auckland, new zealand",new zealand,linkedin.com/company/sian-jaquet-foundations,1,1
indot digital,indotdigital.com,,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/indot-digital,1,2
destinate nz,destinatenz.com,2015.0,management consulting,1 - 10,"taupo, waikato, new zealand",new zealand,linkedin.com/company/destinate-nz,1,1
business engineering,businessengineering.co.nz,,management consulting,1 - 10,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/business-engineering_2,1,1
release and unwind therapeutic massage,releaseandunwind.co.nz,2012.0,"health, wellness and fitness",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/releaseandunwind,1,1
tow co ltd,towteam.co.nz,,automotive,1 - 10,"whangarei, northland, new zealand",new zealand,linkedin.com/company/tow-team-ltd,1,1
nz law limited,nzlaw.co.nz,1992.0,non-profit organization management,1 - 10,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/nz-law-limited,1,1
xag,xag.co.nz,2008.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/xag-tech-ltd,1,1
true travel limited,truetravel.cz,2006.0,"leisure, travel & tourism",1 - 10,"queenstown, otago, new zealand",new zealand,linkedin.com/company/true-travel-limited,1,1
spider personnel,spiderpersonnel.com,2007.0,staffing and recruiting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/spider-personnel,1,1
shortland chartered accountants limited,shortlandca.co.nz,2018.0,accounting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/shortland-ca,1,1
bullet proofreading services ltd,bulletproofreading.co.nz,2009.0,writing and editing,1 - 10,,new zealand,linkedin.com/company/bullet-proofreading-services-ltd,1,1
olsen welding,,2000.0,construction,1 - 10,"powell, wyoming, united states",new zealand,linkedin.com/company/olsen-welding,1,2
otago power services limited,,,utilities,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/otago-power-services-limited,1,4
wellington boxing gym,wellingtonboxing.com,2016.0,"health, wellness and fitness",1 - 10,"kilbirnie, wellington, new zealand",new zealand,linkedin.com/company/wellington-boxing-gym,1,1
employment matters ltd,employmentmatters.co.nz,2015.0,legal services,1 - 10,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/employment-matters-ltd,1,1
ted's avos,tedsavos.nz,2016.0,food & beverages,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ted's-avos,1,1
medieval,medievalwp.com,2015.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/medieval,1,1
capstone hotels & resorts,capstonehotels.co.nz,,management consulting,1 - 10,"richmond, tasman, new zealand",new zealand,linkedin.com/company/capstone-hotels-&-resorts,1,1
home of the brave,homeofthebrave.co.nz,2012.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/home-of-the-brave-nz,1,1
revisia limited,revisia.com,2007.0,mechanical or industrial engineering,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/revisia,1,2
community college nz ltd,,1983.0,higher education,1 - 10,"nelson, nelson, new zealand",new zealand,linkedin.com/company/community-college-nz-ltd,1,1
logical software systems limited,lssuk.com,2007.0,industrial automation,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/logical-software-systems-limited,1,4
skit,,,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/skit,1,1
newstudy,"www,newstudy.co.nz",1999.0,education management,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/newstudy,1,1
alphabet soup digital agency,alphabetsoup.co.nz,2013.0,design,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/alphabet-soup-web-design,1,3
underpugs,underpugs.com,2016.0,information technology and services,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/underpugs,1,1
stealth media ltd,stealthmedialtd.co.nz,,internet,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/stealth-media-ltd,1,1
struan farm,struanfarm.co.nz,,hospitality,1 - 10,"piopio, hawke's bay, new zealand",new zealand,linkedin.com/company/struan-farm,1,1
immigration trust,immigrationtrust.co.nz,2014.0,legal services,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/immigration-trust,1,1
find me property,findmeproperty.co.nz,2017.0,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/find-me-property,1,1
roper & son limited,,,farming,1 - 10,"lincoln, canterbury, new zealand",new zealand,linkedin.com/company/roper-son-limited,1,1
rc media limited,rcmedia.co.nz,2017.0,media production,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/rcmedialimited,1,1
smart fx limited,smartfx.co.nz,2002.0,computer software,1 - 10,"wanaka, taranaki, new zealand",new zealand,linkedin.com/company/smart-fx-limited,1,2
any eventuality ltd,any-eventuality.com,2010.0,events services,1 - 10,"blenheim, marlborough, new zealand",new zealand,linkedin.com/company/any-eventuality-ltd,1,1
buyers agent nz,buyersagent.nz,2015.0,real estate,1 - 10,"wanaka, taranaki, new zealand",new zealand,linkedin.com/company/buyers-agent-nz,1,1
daysrun,daysrun.co.nz,2016.0,media production,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/daysrun,1,1
c e lawford limited,celawford.co.nz,,wholesale,1 - 10,"otahuhu, auckland, new zealand",new zealand,linkedin.com/company/c-e-lawford-limited,1,1
windsorcreative,windsorcreative.org.nz,2013.0,graphic design,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/windsorcreativenz,1,1
triplesix ltd,constructtesting.co.nz,2016.0,education management,1 - 10,"howick, auckland, new zealand",new zealand,linkedin.com/company/triplesix-ltd,1,1
elephanta marketing limited,elephanta.co.nz,2000.0,wholesale,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/elephanta-marketing-limited,1,4
virtual medical coaching,virtualmedicalcoaching.com,2015.0,e-learning,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/virtual-medical-coaching,1,3
fundsource new zealand limited,fundsource.co.nz,1987.0,research,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/fundsource-limited,1,5
upstream medical technologies ltd,upstreamdx.com,2015.0,medical devices,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/upstreammedicaltechnologiesltd,1,1
waiheke island wine tours,waihekeislandwinetours.co.nz,2011.0,"leisure, travel & tourism",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/waiheke-island-wine-tours-limited,1,1
slate consultancy services & slate philippines pty ltd,slateconsultancy.com,2009.0,computer software,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/slate-consultancy-services-pte-ldt,1,3
jenny's kitchen,jennyskitchen.co.nz,1998.0,food & beverages,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/jenny-s-kitchen,1,1
techcloud limited,techcloud.co.nz,2015.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/techcloud-limited,1,1
refrigeration & air conditioning,jsr.co.nz,2000.0,mechanical or industrial engineering,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/jsr-refrigeration-&-air-conditioning,1,3
appthatnz,appthat.co.nz,,information technology and services,1 - 10,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/appthatnz,1,3
the collaborative trust,collaborative.org.nz,2002.0,non-profit organization management,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/the-collaborative-for-research-and-training-in-youth-health-and-development-nz,1,2
discover new zealand,discovernewzealand.com,1987.0,"leisure, travel & tourism",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tourmasters-south-pacific,1,28
total media nz,totalmedia.co.nz,1984.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/total-media-nz,1,13
kinross partners,kinross.co.nz,2002.0,staffing and recruiting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kinross-partners,1,5
barefoot web design ltd,barefootwebdesign.co.nz,2016.0,information technology and services,1 - 10,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/barefoot-web-design-ltd,1,3
ram3d,ram3d.co.nz,2013.0,mechanical or industrial engineering,1 - 10,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/ram3d,1,1
absolute vacuum services ltd,absolute-vacuum.com,1999.0,machinery,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/absolute-vacuum-services-ltd,1,2
abc ip,abc-ip.com,,telecommunications,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/abc-ip,1,1
sarah raven's kitchen & garden limited,,,retail,1 - 10,"marlborough, massachusetts, united states",new zealand,linkedin.com/company/sarah-raven's-kitchen-&-garden-limited,1,3
davis networking,davisnetworking.co.nz,2007.0,information technology and services,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/davis-networking-limited,1,1
metalmesh ltd,metalmesh.ltd.uk,,mechanical or industrial engineering,1 - 10,,new zealand,linkedin.com/company/metalmesh-ltd,1,1
kiwise digital marketing agency,kiwise.com,2010.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kiwise-advertising-limited,1,24
institute of global engagement new zealand,globalengagement.ac.nz,2015.0,higher education,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/institute-of-global-engagement,1,1
auckland packaging company limited,apcinnovate.co.nz,,printing,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/auckland-packaging-company-limited,1,1
sabre engineering ltd,sabreengineering.co.nz,1998.0,mechanical or industrial engineering,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sabre-engineering-ltd,1,12
get-flashed photo booth hire,get-flashed.co.nz,2015.0,entertainment,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/get-flashed-photo-booth-hire,1,2
engco consulting engineers,,2011.0,civil engineering,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/engco-consulting-engineers,1,1
isystem (is builders ltd),is-builders.com,1997.0,information technology and services,1 - 10,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/isystem-builders,1,1
tahiti travel specialists,tahititravelspecialists.co.nz,2015.0,"leisure, travel & tourism",1 - 10,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/tahiti-travel-specialists,1,1
urban fox limited,urbanfox.co.nz,2010.0,marketing and advertising,1 - 10,"mount eden, auckland, new zealand",new zealand,linkedin.com/company/urban-fox-limited,1,1
pasifika foundation,pft.co.nz,2015.0,music,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/pasifika-foundation,1,1
capri hospital,caprihospital.co.nz,1999.0,hospital & health care,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/capri-hospital,1,4
portfield car sales,portfieldcarsales.co.uk,,automotive,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/portfield-car-sales,1,1
messenger services limited,sub60.com,,hospital & health care,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/messenger-services-limited,1,4
smaga group of companies pvt ltd,smagasolution.com,2005.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/smaga-solutions-pvt-ltd,1,1
the accounting room,theaccountingroom.co.nz,1999.0,accounting,1 - 10,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/the-accounting-room,1,1
dustex ltd,dustex.co.nz,2009.0,mechanical or industrial engineering,1 - 10,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/dustex,1,1
digitaltree | web + print + design & development,digitaltree.co.nz,2008.0,internet,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/digitaltree,1,1
lab007,lab007.nz,2018.0,marketing and advertising,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/lab007,1,1
tc finance,tcfinance.co.nz,,financial services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tc-finance,1,1
adminz administration services,adminz.co.nz,2003.0,accounting,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/adminz-administration-services,1,1
capito limited,,2016.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/capitolimited_nz,1,1
macstudio,macstudio.nz,2003.0,design,1 - 10,"queenstown, otago, new zealand",new zealand,linkedin.com/company/macstudio,1,1
future state consulting nz,futurestate.co.nz,2017.0,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/future-state-nz,1,1
two trees marketing,twotreesmarketing.com,2012.0,marketing and advertising,1 - 10,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/two-trees-marketing,1,2
ripple recruitment limited,ripplerecruitment.co.nz,2017.0,staffing and recruiting,1 - 10,"orewa, auckland, new zealand",new zealand,linkedin.com/company/ripple-recruitment-limited,1,1
yellowjelly marketing consultants,yellowjelly.co.nz,2012.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/yellowjelly-marketing-consultants,1,2
riki consulting limited,riki.consulting,2017.0,computer software,1 - 10,"parnell, auckland, new zealand",new zealand,linkedin.com/company/riki-consulting-limited,1,1
binopolis ltd,binopolis.com,2014.0,retail,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/binopolis-ltd,1,1
tomoana food hub,tomoanafoodhub.co.nz,2013.0,food & beverages,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/tomoana-food-hub,1,1
