name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
gsb group,whoisgsb.com,2013.0,marketing and advertising,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/gsb-group,3,3
little human scholars preschool and daycare,littlehumanscholars.com.my,2014.0,education management,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/little-human-scholars-preschool-and-daycare,3,3
geopancar,geopancar.com,,civil engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/geopancar-sdn-bhd,3,11
panglima power sdn bhd,,,oil & energy,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/panglima-power-sdn-bhd,3,3
priority bonded warehouse sdn bhd,,,semiconductors,1 - 10,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/priority-bonded-warehouse-sdn-bhd,3,7
lwc precast sdn. bhd,lwcgroup.com,,civil engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/lwc-precast-sdn-bhd,3,4
skymics sdn. bhd.,skymics.com,2013.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/skymics-sdn-bhd-,3,4
blnk inc.,blnkinc.com,2016.0,events services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/blnk-inc.,3,3
imec hygiene,imec-hygiene.com,1992.0,business supplies and equipment,1 - 10,"kajang, selangor, malaysia",malaysia,linkedin.com/company/imec-hygiene,3,4
a. clouet pty ltd,,,consumer goods,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/a.-clouet-pty-ltd,3,9
envo bpo services sdn bhd,envobpo.com,2009.0,outsourcing/offshoring,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/envo-bpo-services-sdn-bhd,3,6
mindwave consultancy sdn. bhd.,wearemindwave.com,2005.0,information technology and services,1 - 10,"bandar baru bangi, selangor, malaysia",malaysia,linkedin.com/company/mindwave-consultancy-sdn-bhd-,3,3
xzqt home store sdn bhd,xzqt.com.sg,,furniture,1 - 10,,malaysia,linkedin.com/company/xzqt-home-store-sdn-bhd,3,6
sorable solutions,sorable.com,2015.0,computer software,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/sorable-solutions,3,3
helix healthcare,helix.my,2017.0,hospital & health care,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/helixhealthcare,3,3
volcano name plate sdn bhd,volcano.com.my,,electrical/electronic manufacturing,1 - 10,"perai, penang, malaysia",malaysia,linkedin.com/company/volcano-name-plate-sdn-bhd,3,4
muv - marketplace used vehicle,muv-x.com,,automotive,1 - 10,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/muv-marketplace-used-vehicle,3,3
meticulous ventures,meticulousventures.com,2012.0,marketing and advertising,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/meticulous-ventures,3,3
advantage qs sdn bhd,,,construction,1 - 10,,malaysia,linkedin.com/company/advantage-qs-sdn-bhd,3,11
perniagaan mudim zakaria,mymudim.com,1987.0,food production,1 - 10,"pendang, kedah, malaysia",malaysia,linkedin.com/company/perniagaan-mudim-zakaria,3,3
perusahaan kimia gemilang sdn. bhd.,,,chemicals,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/perusahaan-kimia-gemilang-sdn-bhd-,3,4
samling plywood baramas sdn bhd,,,electrical/electronic manufacturing,1 - 10,"miri, sarawak, malaysia",malaysia,linkedin.com/company/samling-plywood-baramas-sdn-bhd,3,4
chi fitness sdn bhd,,2000.0,"health, wellness and fitness",1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/chi-fitness-sdn-bhd,3,5
yao new,wellylens.com,,plastics,1 - 10,"pulau pinang, penang, malaysia",malaysia,linkedin.com/company/yao-new,3,3
bingo traders,bingotraders.events,,management consulting,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/bingotraders,3,3
"jumix - web design malaysia, internet marketing & ecommerce",jumixdesign.com,2013.0,design,1 - 10,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/jumix-design,3,3
royal malaysian air force (rmaf),airforce.mil.my,1958.0,military,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/royal-malaysian-air-force-rmaf,3,7
churros royale,churrosroyale.com,,food & beverages,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/churros-royale,3,4
etika foods marketing sdn. bhd.,,,food & beverages,1 - 10,"kapar, selangor, malaysia",malaysia,linkedin.com/company/etika-foods-marketing-sdn-bhd-,3,4
the fitness studio,thefitnessstudio.my,,professional training & coaching,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/the-fitness-studio,3,10
endeavor malaysia,endeavormalaysia.org,2013.0,non-profit organization management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/endeavor-malaysia,3,4
cbtech ltd,cbtech.co.uk,2016.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/cbtech-ltd,3,3
asiagroup sdn bhd,asiagroup.com.my,,machinery,1 - 10,"nilai, negeri sembilan, malaysia",malaysia,linkedin.com/company/asiagroup-sdn-bhd,3,4
sukau rainforest lodge,sukau.com,1995.0,hospitality,1 - 10,"sandakan, sabah, malaysia",malaysia,linkedin.com/company/sukau-rainforest-lodge,3,8
maukerja,maukerja.my,2013.0,human resources,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/maukerja,3,6
fiction labs sdn bhd,fiction-labs.com,2009.0,marketing and advertising,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/fiction-labs,3,11
kbi direct,kbidirect.com,2017.0,retail,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/kbidirect,3,3
radifleet sdn. bhd.,radifleet.com.my,2004.0,automotive,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/radifleet-sdn-bhd,3,4
h&t group,hntgroup.com,1998.0,food & beverages,1 - 10,"kota kinabalu, sabah, malaysia",malaysia,linkedin.com/company/h&t-group,3,3
salgari oriental sdn bhd,salgarioriental.com,2013.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/salgari,3,5
th capital,thcapital.co,2017.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/th-capital,3,3
tsunago,tsunago.asia,,internet,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tsunagoasia,3,3
z system solution,zsystemsolution.com,2011.0,mechanical or industrial engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/z-system-solution,3,3
okijana sdn bhd,okijana.com,2010.0,computer software,1 - 10,,malaysia,linkedin.com/company/okijana-sdn-bhd,3,4
kumpulan voir sdn bhd,,,consumer goods,1 - 10,"cheras, selangor, malaysia",malaysia,linkedin.com/company/kumpulan-voir-sdn-bhd,3,9
hezmedia interactive sdn bhd,,2009.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/hezmedia-interactive-sdn-bhd,3,16
io setia ventures sdn bhd,iosv.com.my,1996.0,oil & energy,1 - 10,"nilai, negeri sembilan, malaysia",malaysia,linkedin.com/company/iosv,3,4
ssh engineering sdn bhd,sshengineering.com.my,2015.0,transportation/trucking/railroad,1 - 10,,malaysia,linkedin.com/company/ssh-engineering-sdn-bhd,3,7
ayer holdings berhad,tahps.com.my,1907.0,real estate,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tahps-group-bhd-thps-,3,4
social media leader,socialmedialeader.net,2010.0,marketing and advertising,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/social-media-leader,3,4
hernan corporation sdn bhd,hernan.com.my,1996.0,food production,1 - 10,"damansara, selangor, malaysia",malaysia,linkedin.com/company/hernan-corporation-sdn-bhd,3,4
hydroscience engineering sdn bhd,,,chemicals,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/hydroscience-engineering-sdn-bhd,3,9
education malaysia global services,educationmalaysia.gov.my,2012.0,education management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/education-malaysia-global-services,3,3
e-idaman sdn bhd,e-idaman.com,,environmental services,1 - 10,"alor setar, kedah, malaysia",malaysia,linkedin.com/company/e-idaman-sdn-bhd,3,4
medical opinion asia,medicalopinionasia.com,2016.0,"health, wellness and fitness",1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/medicalopinionasia,3,3
kumpulan kesuma sdn bhd,,,chemicals,1 - 10,,malaysia,linkedin.com/company/kumpulan-kesuma-sdn-bhd,3,5
100 doors,,2015.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/100doors,3,4
revenue monster sdn. bhd.,revenuemonster.my,2017.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/revenue-monster,3,3
yayasan inovasi malaysia,yim.my,2008.0,non-profit organization management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/yayasaninovasimalaysia,3,4
convedge sdn bhd,convedge.com,2010.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/convedge-sdn-bhd,3,4
turiya berhad,turiya.com.my,,,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/turiya-berhad,3,5
online ventures asia,onlineventures.asia,2014.0,marketing and advertising,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/online-ventures-asia,3,3
physio savvy,physiosavvy.com,2012.0,"health, wellness and fitness",1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/physio-savvy,3,5
mine-tech global services (m) sdn bhd,arashins.com.my,,oil & energy,1 - 10,"kertih, terengganu, malaysia",malaysia,linkedin.com/company/mine-tech-global-services-m-sdn-bhd,3,6
east one-zero-one,east101.com,2003.0,oil & energy,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/east-one-zero-one,3,7
music valley,musicvalley.it,2008.0,music,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/music-valley,3,6
extrò,extrodesign.com,,graphic design,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/extr-,3,6
lycée français de kuala lumpur - french school of kuala lumpur,lfkl.edu.my,1962.0,education management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/lycéefrançaisdekualalumpur-frenchschoolofkualalumpur,3,6
allstaff recruitment agency,allstaff.com.my,1994.0,outsourcing/offshoring,1 - 10,,malaysia,linkedin.com/company/allstaff-recruitment-agency,3,6
dynamic plastic industries,dpiplastic.com,2004.0,plastics,1 - 10,"klang, selangor, malaysia",malaysia,linkedin.com/company/dynamic-plastic-industries,3,4
sibelco malaysia sdn. bhd.,,,mining & metals,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sibelco-malaysia-sdn-bhd-,3,3
atlantic blue - solarvest,,2011.0,renewables & environment,1 - 10,"perai, pulau pinang, malaysia",malaysia,linkedin.com/company/solarvest,3,5
arrow anbao forging sdn. bhd.,arrowforging.com,1995.0,oil & energy,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/arrow-anbao-forging-sdn-bhd-,3,3
thye heng engineering sdn. bhd,thyeheng.com.my,,civil engineering,1 - 10,"perai, penang, malaysia",malaysia,linkedin.com/company/thye-heng-engineering-sdn-bhd,3,3
cool merchant connections sdn bhd,howcoolisthat.com.my,1996.0,events services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/cool-merchant-connections-sdn-bhd,3,3
emas sri pinang sdn bhd,,,design,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/emas-sri-pinang-sdn-bhd,3,5
cyberview inc. limited,cyberview.com.hk,,information technology and services,1 - 10,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/cyberview-inc.-limited,3,4
microengine,microengine.net,2000.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/microengine,3,9
moccis berhad,moccis.org.my,1934.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/moccis-berhad,3,6
msc technology,msctech.com.ar,2009.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/msc-technology,3,4
hartabumi.com,hartabumi.com,2015.0,real estate,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/hartabumi-com,3,3
expedio design,expediodesign.com,2007.0,design,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/expedio-design,3,15
into art sdn bhd,intoart.com.my,2017.0,"leisure, travel & tourism",1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/into-art-sdn-bhd,3,3
trident consultants,,,oil & energy,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/trident-consultants,3,41
semadang borneo adventure sdn. bhd.,semadangkayak.com,2011.0,"leisure, travel & tourism",1 - 10,"kuching, sarawak, malaysia",malaysia,linkedin.com/company/semadang-kayak,3,5
united premier consultants sdn bhd,upc.com.my,2001.0,design,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/united-premier-consultants-sdn-bhd,3,6
agensi pekerjaan iconic malaysia gw sdn bhd,iconic-my.com,2016.0,human resources,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/agensi-pekerjaan-iconic-malaysia-gw-sdn-bhd,3,4
virtus facility services,virtusway.co.id,2015.0,facilities services,1 - 10,"selatan, penang, malaysia",malaysia,linkedin.com/company/virtus-facility-services,3,4
"eats, shoots & roots",eatsshootsandroots.org,2012.0,environmental services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/eats-shoots-&-roots,3,4
cloudinno technologies,cloudinno.com.my,2016.0,computer software,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/cloudinno,3,3
adventa health sdn. bhd.,,,medical devices,1 - 10,"kota bahru, kelantan, malaysia",malaysia,linkedin.com/company/adventa-health-sdn-bhd-,3,5
baharak group sdn. bhd.,baharak.com.my,,import and export,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/baharak-group-sdn.-bhd.,3,6
kasatria technologies,kasatria.com,,internet,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/kasatria-technologies,3,13
trident integrity solutions sdn bhd,trident-integrity.com,2015.0,management consulting,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/trident-integrity-solutions-sdn-bhd,3,3
shinajii,shinajii.com,2009.0,internet,1 - 10,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/shinajii,3,4
human factor solutions,humanfactor.com.my,2012.0,staffing and recruiting,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/human-factor-solutions-sdn-bhd-,3,5
barena group sdn bhd,barenagroup.com,2011.0,import and export,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/barena-group,3,3
tetrium.io,tetrium.io,2017.0,computer software,1 - 10,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/tetrium,3,3
pollution engineerings (m) sdn bhd,,,environmental services,1 - 10,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/pollution-engineerings-m-sdn-bhd,3,7
art in software sdn bhd,aist.com.my,,information technology and services,1 - 10,"ayer keroh, melaka, malaysia",malaysia,linkedin.com/company/art-in-software-sdn-bhd,3,14
inspired soul,inspiredsoulco.com,2016.0,apparel & fashion,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/inspired-soul,3,3
budaya kita sdn bhd,budayakita.com.my,1995.0,human resources,1 - 10,"seremban, negeri sembilan, malaysia",malaysia,linkedin.com/company/budaya-kita-sdn-bhd,3,3
selangor industrial corporation sdn bhd,sic.com.my,,civil engineering,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/selangor-industrial-corporation-sdn-bhd,3,6
cxt analytics,cxtanalytics.com,,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/cxt-analytics,3,3
sr two solution sdn bhd,sr-two.com,2006.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sr-two-solution-sdn-bhd,3,7
refreshing springs resort,refreshingspringsresort.com,,"leisure, travel & tourism",1 - 10,"kalumpang, selangor, malaysia",malaysia,linkedin.com/company/refreshing-springs-resort,3,3
marvelane sdn bhd,marvelane.com,2004.0,real estate,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/marvelane,3,6
sekhar & suaran,sekharsuaran.com,,law practice,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sekhar-&-suaran,3,7
pembinaan jaya cergas sdn bhd,jayacergas.com,,civil engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/pembinaan-jaya-cergas-sdn-bhd,3,6
earth heir,earthheir.com,2013.0,apparel & fashion,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/earth-heir,3,8
malaysia international halal showcase (mihas),mihas.com.my,2004.0,events services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mihas-malaysia,3,6
direct lending,directlending.com.my,2016.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/direct-lending-holdings,3,3
business career outsourcing & executive search,businesscareer.com.my,2004.0,staffing and recruiting,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/business-career-outsourcing-&-executive-search,3,6
malaysian urgent care clinics sdn bhd,mucclinics.com,2016.0,hospital & health care,1 - 10,"kajang, selangor, malaysia",malaysia,linkedin.com/company/malaysian-urgent-care-clinics-sdn-bhd,3,3
kemuning structures sdn bhd,k-structures.com,,construction,1 - 10,"klang, selangor, malaysia",malaysia,linkedin.com/company/kemuning-structures-sdn-bhd,3,5
timenet,time-net.net,2003.0,information technology and services,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/timenet,3,8
extreme reflection,xreflection.com,2006.0,graphic design,1 - 10,"klang, selangor, malaysia",malaysia,linkedin.com/company/extreme-reflection,3,4
efficient mailcom sdn. bhd.,efficient.com.my,,outsourcing/offshoring,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/efficient-mailcom-sdn-bhd-,3,13
emas kiara sdn. bhd.,,,real estate,1 - 10,"rawang, selangor, malaysia",malaysia,linkedin.com/company/emas-kiara-sdn-bhd-,3,3
ipec project systems sdn bhd,ipecsystems.com.my,2012.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/ipec-project-systems-sdn-bhd,3,5
sgk technology sdn bhd,sgk.com.my,,computer software,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/sgk-technology-sdn-bhd,3,3
steel recon industries sdn. bhd.,sri.com.my,1974.0,import and export,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/steel-recon-industries-sdn.-bhd.,3,4
women's aid organisation,wao.org.my,1982.0,civic & social organization,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/women-s-aid-organisation,3,6
aksesori setia sdn. bhd.,,,mechanical or industrial engineering,1 - 10,"ipoh, perak, malaysia",malaysia,linkedin.com/company/aksesori-setia-sdn-bhd-,3,5
the british international school of kuala lumpur,oiskl.edu.my,2013.0,primary/secondary education,1 - 10,"kuala selangor, selangor, malaysia",malaysia,linkedin.com/company/oasis-international-school-of-kuala-lumpur,3,5
orbitage sdn bhd,orbitage.com,,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/orbitage-sdn-bhd,3,9
ramacon corporation sdn bhd,ramaconcorp.com,2000.0,construction,1 - 10,"putra heights, selangor, malaysia",malaysia,linkedin.com/company/ramacon-corporation-sdn-bhd,3,4
sdrops solutions,sdropssolutions.com.my,2014.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/sdropssolutions,3,3
sun-u accounting and commerce society (acs),,,accounting,1 - 10,,malaysia,linkedin.com/company/sun-u-acs,3,3
interlock sea malaysia,interlock.com.my,,building materials,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/interlock-sea-malaysia,3,3
ue managed solutions malaysia sdn bhd,umcsvm.com.my,,facilities services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/ue-managed-solutions-malaysia-sdn-bhd,3,4
fishance berhad,fishance.com,,fishery,1 - 10,"kuah, kedah, malaysia",malaysia,linkedin.com/company/fishance-berhad,3,7
the met kuala lumpur,themetkl.blogspot.com,2008.0,consumer services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-met-kuala-lumpur,3,5
leong hup poultry farm sdn bhd,,,chemicals,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/leong-hup-poultry-farm-sdn-bhd,3,6
huckleberry food  and  fare,huckleberry.my,2015.0,food & beverages,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/huckleberry-food-and-fare,3,5
paste skins,pasteonline.com.ar,2008.0,consumer goods,1 - 10,"kuantan, pahang, malaysia",malaysia,linkedin.com/company/paste-skins,3,4
respontrade sdn bhd,respontrade.com,,telecommunications,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/respontrade-sdn-bhd,3,7
shijiru sdn bhd,shijiru.com,,civil engineering,1 - 10,"sungai petani, kedah, malaysia",malaysia,linkedin.com/company/shijiru-sdn-bhd,3,5
nis solution sdn bhd,nissolution.com,2010.0,telecommunications,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/nis-solution-sdn-bhd,3,6
wrzit sdn bhd,wrzit.com,2015.0,computer software,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/wrzit,3,3
two offshore marine sdn. bhd.,twooffshore.com,2017.0,oil & energy,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/two-offshore-marine-sdn-bhd,3,3
apm springs sdn. bhd.,,,building materials,1 - 10,"pelabuhan klang, selangor, malaysia",malaysia,linkedin.com/company/apm-springs-sdn-bhd-,3,11
maveriq studios,maveriq.asia,2013.0,music,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/maveriq-studios,3,7
ti metal forgings sdn bhd,,,mining & metals,1 - 10,"ipoh, perak, malaysia",malaysia,linkedin.com/company/ti-metal-forgings-sdn-bhd,3,3
umrahajj,,2017.0,information technology and services,1 - 10,"sungai buloh, selangor, malaysia",malaysia,linkedin.com/company/umrahajj,3,3
dnp land sdn bhd,dnpland.com.my,,construction,1 - 10,"george town, penang, malaysia",malaysia,linkedin.com/company/dnp-land-sdn-bhd,3,3
ata plus,ata-plus.com,2015.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ata-plus,3,8
lord's tailor kuala lumpur,lordstailor.com.my,1974.0,retail,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/lord's-tailor-kuala-lumpur,3,6
roslan ukur runding,roslanukur.com,2005.0,civil engineering,1 - 10,"ipoh, perak, malaysia",malaysia,linkedin.com/company/roslan-ukur-runding,3,4
century independent loss adjusters sdn bhd,centuryadjusters.com,,insurance,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/century-independent-loss-adjusters-sdn-bhd,3,4
the meet sdn bhd,themeet.com.my,2013.0,events services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-meet-sdn-bhd,3,6
triconville malaysia,triconville.com.my,2014.0,furniture,1 - 10,,malaysia,linkedin.com/company/triconville-malaysia,3,5
wei liam costotech sdn.bhd.,weiliam.com.my,,cosmetics,1 - 10,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/wei-liam-costotech-sdn-bhd-,3,3
enliten ventures sdn bhd,enliten.com.my,,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/enliten-ventures-sdn-bhd,3,3
friday concepts sdn. bhd.,fridayconcepts.com,2005.0,management consulting,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/friday-cpncepts-sdn-bhd-,3,6
workspez,workspez.com,2016.0,computer software,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/workspez,3,4
hodl miners,hodlminers.tech,,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/hodl-miners,3,3
institut sains & teknologi al - kamal,ista.ac.id,,information technology and services,1 - 10,"selatan, penang, malaysia",malaysia,linkedin.com/company/institut-sains-&-teknologi-al---kamal,3,3
national football development programme of malaysia,planetbola.my,2014.0,sports,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/national-football-development-programme-of-malaysia,3,5
mighty bakery sdn. bhd.,mightywhite.com.my,,food & beverages,1 - 10,"ulu tiram, johor, malaysia",malaysia,linkedin.com/company/mighty-bakery-sdn-bhd-,3,5
tian siang holdings sdn. bhd.,tiansiang.com,,chemicals,1 - 10,"sitiawan, perak, malaysia",malaysia,linkedin.com/company/tian-siang-holdings-sdn-bhd-,3,4
new horizons malaysia,newhorizons.my,,professional training & coaching,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/new-horizons-malaysia,3,13
enrico's raviraj sdn bhd,enrico.com.my,1991.0,food & beverages,1 - 10,"bukit mertajam, penang, malaysia",malaysia,linkedin.com/company/enrico's,3,4
"universiti sains malaysia, engineering campus",,,research,1 - 10,"nibong tebal, pulau pinang, malaysia",malaysia,linkedin.com/company/usm-engineering-campus,3,11
excel pipes sdn. bhd.,excelpipes.com,2015.0,mechanical or industrial engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/excelpipes,3,3
urekalabs,urekalabs.com,2008.0,computer software,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/urekalabs,3,9
fac3 entertainment sdn bhd,fac3.asia,,events services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/fac3-entertainment-sdn-bhd,3,5
ipay88 sdn. bhd.,,2006.0,financial services,1 - 10,"cheras, selangor, malaysia",malaysia,linkedin.com/company/ipay88-sdn-bhd-,3,4
"mrb, llc",mrbfilms.com,2004.0,motion pictures and film,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/mrb-llc,3,10
invicom test & measurement sdn bhd,invicom.com,2009.0,mechanical or industrial engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/invicom-test-&-measurement-sdn-bhd,3,5
infolliance sdn bhd,infolliance.com,2005.0,electrical/electronic manufacturing,1 - 10,"kuala selangor, selangor, malaysia",malaysia,linkedin.com/company/infolliance-sdn-bhd,3,7
