name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
pantai holdings berhad,pantai.com.my,1974.0,hospital & health care,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/pantai-holdings-berhad,187,345
islamic sciene university of malaysia,usim.edu.my,2000.0,biotechnology,501 - 1000,"nilai, negeri sembilan, malaysia",malaysia,linkedin.com/company/islamic-sciene-university-of-malaysia,187,212
sapura,,,computer software,501 - 1000,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/sapura,186,287
mydin malaysia,mydin.com.my,1957.0,retail,501 - 1000,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/mydin-malaysia,185,361
parkson group,parkson.com.my,,retail,501 - 1000,"klang, selangor, malaysia",malaysia,linkedin.com/company/parkson-corporation-sdn-bhd,184,620
iqi global,iqiglobal.com,2010.0,real estate,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/iqi-group,184,218
watsons malaysia,watsons.com.my,1828.0,retail,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/watson's-personal-care-stores-sdn--bhd-,183,422
northport (malaysia) bhd,northport.com.my,1901.0,maritime,501 - 1000,"port klang, selangor, malaysia",malaysia,linkedin.com/company/northport,182,282
segi college  subang jaya,segisjblog.com,1977.0,education management,501 - 1000,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/segi-college-subang-jaya,181,312
affin hwang capital,affinhwang.com,2014.0,financial services,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/affin-hwang-capital,177,272
tone excel sdn bhd,,,telecommunications,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tone-excel-sdn-bhd,176,185
fairview international school,fairview.edu.my,1978.0,education management,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/fairview-international-school,175,353
"institut aminuddin baki, moe, genting highlands.",iab.edu.my,,education management,501 - 1000,,malaysia,linkedin.com/company/institut-aminuddin-baki-moe-genting-highlands.,171,183
al rajhi bank malaysia,alrajhibank.com.my,2007.0,banking,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/al-rajhi-bank-malaysia,171,351
sapurakencana petroleum berhad,,2012.0,oil & energy,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/sapurakencana-petroleum-berhad,169,344
prudential services asia,,,insurance,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/prudential-services-asia,169,443
innity,innity.com,1999.0,marketing and advertising,501 - 1000,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/innity-sdn-bhd,168,401
fave,myfave.com,2015.0,consumer services,501 - 1000,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/fave-group,168,353
government of malaysia,malaysianconsulatela.com,,government administration,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/government-of-malaysia,165,184
sime darby property berhad,simedarbyproperty.com,1975.0,real estate,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sime-darby-property-berhad,164,298
ancom,ancom.org.ro,,government administration,201 - 500,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/ancom,163,218
touch 'n go sdn bhd,touchngo.com.my,1996.0,information technology and services,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mytouchngo,163,269
universiti pertahanan nasional malaysia,upnm.edu.my,,defense & space,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/universiti-pertahanan-nasional-malaysia,163,205
asian football confederation,the-afc.com,1954.0,sports,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/theafcdotcom,162,331
yinson,yinson.com.my,1983.0,oil & energy,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/yinson-holdings-berhad,162,300
vitrox corporation berhad,vitrox.com,2000.0,electrical/electronic manufacturing,201 - 500,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/vitrox,160,298
oriental realty,orientalrealty.com.my,1988.0,real estate,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/oriental-realty,160,204
uem sunrise berhad,uemsunrise.com,2008.0,real estate,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/uem-sunrise,160,307
myeg,myeg.com.my,2000.0,government relations,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/myeg,159,207
malaysian agricultural research and development institute,mardi.gov.my,,research,201 - 500,"serdang baharu, selangor, malaysia",malaysia,linkedin.com/company/malaysian-agricultural-research-and-development-institute,159,215
fusionex international,fusionex-international.com,,information technology and services,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/fusionex-international,159,382
ijm corporation berhad,ijm.com,1983.0,construction,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/ijm-corporation-berhad,158,346
iris corporation berhad,iris.com.my,1994.0,information technology and services,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/iris-corporation-berhad,157,352
t-systems malaysia,t-systems.com.my,2008.0,information technology and services,201 - 500,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/t-systems-malaysia,148,230
bernama,bernama.com,1967.0,media production,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/bernama,148,316
pfc engineering sdn. bhd.,pfce.com.my,2002.0,oil & energy,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/pfc-engineering-sdn.-bhd.,147,327
suruhanjaya pengangkutan awam darat,spad.gov.my,2010.0,transportation/trucking/railroad,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/suruhanjaya-pengangkutan-awam-darat,147,251
the one academy of communication design,toa.edu.my,1991.0,design,201 - 500,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/the-one-academy-of-communication-design,147,346
fpso ventures,fpsoventures.com,,oil & energy,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/fpso-ventures,146,260
iskandar regional development authority (irda),,,government relations,201 - 500,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/iskandar-regional-development-authority-irda-,146,220
tesco stores (malaysia) sdn bhd,tesco.com.my,2002.0,retail,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tesco-stores-malaysia-sdn-bhd,145,425
redtone,redtone.com,1996.0,telecommunications,201 - 500,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/redtone,144,352
packet one networks (p1) sdn bhd,p1.com.my,2002.0,telecommunications,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/p1networks,144,542
inti college malaysia,,,higher education,201 - 500,"nilai, negeri sembilan, malaysia",malaysia,linkedin.com/company/inti-college-malaysia,144,364
petronas chemicals group bhd (pchem),petronaschemicals.com,,chemicals,201 - 500,"cheras, selangor, malaysia",malaysia,linkedin.com/company/petronas-chemicals-group-bhd-pchem-,144,235
klk oleo,klkoleo.com,1991.0,chemicals,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/klk-oleo,143,241
puncak niaga (m) sdn. bhd.,puncakniaga.com.my,,environmental services,201 - 500,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/puncak-niaga-m-sdn.-bhd.,142,245
themed attractions resorts & hotels sdn bhd,tarh.com.my,2015.0,"leisure, travel & tourism",201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/themed-attractions-resorts-&-hotels-sdn-bhd,142,211
ghl systems berhad,ghl.com,,financial services,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ghl-systems-berhad,141,291
auo sunpower sdn bhd,auosunpower.com,2010.0,electrical/electronic manufacturing,201 - 500,"alor gajah, melaka, malaysia",malaysia,linkedin.com/company/auo-sunpower-sdn-bhd,141,291
forest research institute malaysia,frim.gov.my,,government administration,201 - 500,"kampong kepong, selangor, malaysia",malaysia,linkedin.com/company/forest-research-institute-malaysia,140,292
aeon big (m) sdn bhd,aeonbig.com.my,2012.0,retail,201 - 500,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/aeon-big-m-sdn-bhd,139,265
malaysian investment development authority,mida.gov.my,1967.0,investment management,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/malaysian-investment-development-authority,138,182
aegis malaysia,,1983.0,information technology and services,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/aegis-malaysia,137,414
bdo asean,bdo.my,,accounting,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/bdo-malaysia,137,440
ranhill berhad,ranhill.com.my,,utilities,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ranhill-berhad,137,353
wosm - world organization of the scout movement,scout.org,1907.0,non-profit organization management,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/worldscouting,137,337
artajasa pembayaran elektronis,artajasa.co.id,,information technology and services,201 - 500,"selatan, penang, malaysia",malaysia,linkedin.com/company/artajasa-pembayaran-elektronis,136,307
kumpulan wang persaraan (diperbadankan),kwap.gov.my,,human resources,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/kumpulan-wang-persaraan-diperbadankan-,136,182
canon marketing (malaysia) sdn. bhd.,canon.com.my,1987.0,information technology and services,201 - 500,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/canon-marketing-malaysia-sdn-bhd,135,341
royal selangor,royalselangor.com,1885.0,retail,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/royal-selangor,134,356
hap seng consolidated berhad,hapseng.com.my,1976.0,investment management,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/hap-seng-consolidated-berhad,134,204
sime darby industrial sdn bhd,simedarbyindustrial.com,,machinery,201 - 500,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/sime-darby-industrial-sdn-bhd,133,257
worldfish,worldfishcenter.org,,research,201 - 500,"batu maung, penang, malaysia",malaysia,linkedin.com/company/worldfish,133,369
aiesec in malaysia,aiesec.my,1968.0,non-profit organization management,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/aiesec-in-malaysia,132,618
hss engineers bhd,hssgroup.com.my,1988.0,civil engineering,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/hss-integrated-sdn-bhd,132,267
lion & lion digital agency,lionandlion.com,2012.0,marketing and advertising,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/lion&lion,131,441
jabil green point,,,electrical/electronic manufacturing,201 - 500,"sungai petani, kedah, malaysia",malaysia,linkedin.com/company/jabil-green-point,131,204
hartalega,hartalega.com.my,1988.0,medical devices,201 - 500,"kuala selangor, selangor, malaysia",malaysia,linkedin.com/company/hartalega-malaysia,131,200
ctc- global sdn bhd,ctc-g.com.my,1972.0,information technology and services,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/ctc-global-sdn-bhd,130,239
telekom research and development,tmrnd.com.my,2001.0,telecommunications,201 - 500,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/telekom-research-and-development,129,209
amgeneral insurance berhad,amgeneralinsurance.com,,insurance,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/amgeneral-insurance-berhad,128,224
carigali-pttepi operating company sdn bhd,,1994.0,oil & energy,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/carigali-pttepi-operating-company-sdn-bhd,128,286
niro ceramic group,nirogranite.com,,building materials,201 - 500,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/niro-granite-indonesia,128,218
samling global limited,samling.com,1963.0,paper & forest products,201 - 500,"miri, sarawak, malaysia",malaysia,linkedin.com/company/samling-global-limited,127,208
blu inc media,bluinc.com.my,1974.0,publishing,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/blu-inc-media,127,426
panpages,panpages.com,1989.0,marketing and advertising,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/panpages,127,251
ministry of natural resources and environment,mnre.gov.ws,,government administration,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ministry-of-natural-resources-and-environment,126,202
cck,,,information technology and services,201 - 500,"kuching, sarawak, malaysia",malaysia,linkedin.com/company/cck,126,161
shell business service centre sdn bhd,,,biotechnology,201 - 500,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/shell-business-service-centre-sdn-bhd,126,266
airod aerospace technology,airodaerospace.com,2012.0,aviation & aerospace,201 - 500,,malaysia,linkedin.com/company/airod-aerospace-technology,125,298
legenda education group,legendagroup.edu.my,,education management,201 - 500,"mantin, negeri sembilan, malaysia",malaysia,linkedin.com/company/legenda-education-group,125,210
mfm,,,real estate,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mfn,124,161
flyfirefly sdn bhd,fireflyz.com.my,2007.0,airlines/aviation,201 - 500,,malaysia,linkedin.com/company/flyfirefly-sdn-bhd,123,220
tropicana corporation berhad,tropicanacorp.com.my,1979.0,commercial real estate,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/tropicana-corporation-berhad,123,209
tenby international school,tenby.edu.my,,education management,201 - 500,"pulau pinang, penang, malaysia",malaysia,linkedin.com/company/tenby-international-school,123,202
city-link express,citylinkexpress.com,,package/freight delivery,201 - 500,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/city-link-express,122,211
minconsult sdn bhd,minconsult.com,1962.0,civil engineering,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/minconsult-sdn-bhd,122,338
inari technology sdn bhd,inari-tech.com,,electrical/electronic manufacturing,201 - 500,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/inari-technology-sdn-bhd,121,193
ksk group,kskgroup.ru,1994.0,management consulting,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/ksk-group,120,217
tiong nam logistics holdings limited,tiongnam.com,1975.0,logistics and supply chain,201 - 500,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/tiong-nam-logistics-holdings-limited,120,201
global enterprise international malaysia (a member of singtel group),jobstreet.com.my,2013.0,information technology and services,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/global-enterprise-international-malaysia-a-member-of-singtel-group-,119,163
kotra pharma (m) sdn bhd,kotrapharma.com,,pharmaceuticals,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/kotra-pharma-m-sdn-bhd,119,275
sme corp. malaysia,smecorp.gov.my,,government relations,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/sme-corp.-malaysia,119,187
dutch lady milk industries,dutchlady.com.my,1963.0,dairy,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/dutch-lady-milk-industries,118,369
dagang net technologies sdn bhd,dagangnet.com,,information technology and services,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/dagang-net-technologies-sdn-bhd,118,198
brunsfield international group,brunsfield.com,1990.0,real estate,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/brunsfield-america-incorporated,117,321
wawasan open university,wou.edu.my,,education management,201 - 500,"pulau pinang, penang, malaysia",malaysia,linkedin.com/company/wawasan-open-university,116,211
tunetalk sdn bhd,tunetalk.com,2009.0,telecommunications,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/tunetalk-sdn-bhd,116,162
manpower staffing services,manpower.com.my,1997.0,staffing and recruiting,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/manpower-staffing-services,116,503
dunham-bush holding bhd,dunham-bush.com,1894.0,machinery,201 - 500,"kajang, selangor, malaysia",malaysia,linkedin.com/company/dunham-bush-inc.,116,346
malaysian biotechnology corporation,bioeconomycorporation.my,2005.0,biotechnology,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/bioeconomy-corporation,115,319
umw oil & gas corporation berhad,umw-oilgas.com,2002.0,oil & energy,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/umw-oil-&-gas-corporation-berhad,114,250
skrine,skrine.com,1963.0,law practice,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/skrine,114,418
mie industrial sdn bhd,mie.com.my,,construction,201 - 500,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/mie-industrial-sdn-bhd,114,185
rentokil initial malaysia,rentokil-initial.com.my,1967.0,facilities services,201 - 500,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/rentokil-initial-malaysia,114,182
inscale global,inscale.net,2006.0,outsourcing/offshoring,201 - 500,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/inscale-global,113,215
